ID,Recipe Name,Description,Ingredients,Preparation Steps,Recipe URL
8541,Arroz Con Pollo (Chicken and Rice),"This arroz con pollo is an easy chicken and seasoned rice dish that's comforting and delicious. Easy to adjust to use chicken thighs, or leftover chicken.","4 skinless, boneless chicken breast halves, cut into 1-inch pieces; ½ teaspoon salt, divided; ½ teaspoon ground black pepper, divided; ½ teaspoon paprika, divided; 3 tablespoons vegetable oil; 1  green bell pepper, chopped; ¾ cup chopped onion; 1 ½ teaspoons minced garlic; 1 cup long-grain white rice; 1 (14.5 ounce) can chicken broth; 1 (14.5 ounce) can stewed tomatoes; ½ cup white wine; ⅛ teaspoon saffron; 1 tablespoon chopped fresh parsley","Season chicken with a 1/4 teaspoon of salt, 1/4 teaspoon pepper, and 1/4 teaspoon paprika. Heat oil in a large skillet over medium heat. Add seasoned chicken; cook and stir until no longer pink in the center and golden brown on all sides, about 10 minutes. Transfer chicken onto a plate; set aside. Add green pepper, onions, and garlic to the same skillet; cook and stir for 5 minutes. Add rice; cook and stir until rice is opaque, 1 to 2 minutes. Stir in broth, tomatoes, white wine, and saffron. Stir in remaining 1/4 teaspoon salt, 1/4 teaspoon pepper, and 1/4 teaspoon paprika; bring to a boil, cover, and simmer for 20 minutes. Add chicken and stir until heated through. Stir in parsley and serve.",https://www.allrecipes.com/recipe/8541/carols-arroz-con-pollo/
8538585,Unstuffed Pepper Skillet,This unstuffed pepper skillet is much easier to make than actual stuffed peppers but packs just as much flavor. A super satisfying and delicious dish.,"2 tablespoons olive oil; 8 ounces mini sweet peppers, sliced crosswise (about 10 peppers, mixed colors); 1 cup chopped yellow onion; 1 pound lean ground sirloin (90/10); 1 tablespoon minced garlic; 1 ½ teaspoons Italian seasoning; 1 (15 ounce) can tomato sauce; ¼ cup water; 3 tablespoons hot cherry pepper hoagie spread (such as Cento); ¾ teaspoon kosher salt; 1 (8.8 ounce) package microwavable white rice (such as Uncle Ben’s), crumbled; 1 cup shredded Italian cheese blend; 2 tablespoons chopped fresh basil or flat-leaf parsley","Heat oil in a large skillet over medium-high heat. Add peppers and onion; cook, stirring occasionally, until softened, about 4 minutes. Add beef and cook, stirring to crumble, until lightly browned, about 5 minutes. Season with garlic and Italian seasoning and cook, stirring constantly, until fragrant, about 1 minute. Stir in tomato sauce, water, hoagie spread, and salt. Bring to a boil over medium-high heat. Stir in rice until coated evenly with sauce. Cover, reduce heat to medium to maintain a simmer, and cook until rice and vegetables are tender, about 8 minutes, stirring once halfway through to prevent sticking. Uncover, remove from heat, and sprinkle with shredded cheese. Re-cover and let sit until cheese melts, 1 to 2 minutes. Serve hot sprinkled with basil or parsley.",https://www.allrecipes.com/recipe/8538585/unstuffed-pepper-skillet/
8538705,Tater Tot Hotdish,"This one pot tater tot hotdish is the ultimate comfort food: Crispy pillowy tater tots are paired with ground beef, cream of mushroom soup, green beans, and sweet corn.","2 tablespoons olive oil; 2 cups chopped yellow onion; 1 pound ground chuck beef (80% lean); ½ teaspoon garlic powder; ½ teaspoon onion powder; ½ teaspoon black pepper; 2 (10.5 ounce) cans condensed cream of mushroom soup; 2 cups frozen cut green beans, thawed; 2 cups frozen sweet corn, thawed; 1 ½ pounds frozen tater tots; ¼ teaspoon seasoned salt (such as Lawry's®); ½ cup shredded sharp Cheddar cheese; 2 small scallions, thinly sliced","Preheat the oven to 400 degrees F (200 degrees C) Set a large deep cast iron skillet over medium-high heat. Add olive oil and swirl to coat skillet evenly. Add onions to skillet in one even layer; top with ground beef, breaking it up into small pieces. Cook undisturbed until onions are translucent, about 2 minutes. Stir beef and onions until well combined, and cook until beef is cooked through and browned, stirring occasionally, 3 to 4 minutes longer. Reduce heat to medium. Season beef with garlic powder, onion powder, and black pepper. Cook, stirring often, for 1 more minute. Remove from heat. Add cream of mushroom soup, green beans, and corn; stir until well combined. Toss tater tots and seasoned salt in a bowl to combine. Arrange tater tots decoratively over beef mixture in the skillet, avoiding large gaps between tots. Bake in the preheated oven until tater tots are golden and crisp, about 1 hour. Sprinkle with cheese and scallions; cool 10 minutes before serving.",https://www.allrecipes.com/recipe/8538705/tater-tot-hotdish/
8526807,Ground Beef Stroganoff Noodles,"These ground beef stroganoff noodles are a shortcut version of classic beef stroganoff in a one-pan version. The ultimate comfort food with flavorful ground beef, mushrooms, and egg noodles.","1 tablespoon unsalted butter; 1 tablespoon vegetable oil; 1 cup thinly sliced mushrooms; 1 teaspoon salt, plus more to taste; ½ cup diced onion; 1 pound ground beef; freshly ground black pepper; 1 pinch cayenne pepper; 2 cloves minced garlic; 1 ⅓ tablespoons flour; 2 tablespoons vodka (Optional); 2 ½ cups beef broth, or as needed; 1 cup water; 2 ½ cups egg noodles; ½ cup sour cream, plus more for serving; 2 tablespoons fresh sliced chives or green onions","One-Pan Ground Beef Stroganoff Noodles – Helping Hamburger Help Itself Like most people who grew up during the Golden Age of processed food, my mom bought a fair amount of pre-packaged, pre-mixed, just-add-water type meals, but when it came to pasta or noodles in a ground meat sauce, her hamburger did not need any help. We did enjoy the occasional box of mac and cheese, or package of pop-tarts, but virtually all dishes like this ground beef stroganoff noodles were made from scratch. Hamburger Helper was something other moms who didn't know how to cook served their kids, and while that might have been a touch hypocritical, since she may have been making pancakes from a box while saying it, we were grateful. Having said all that, I've had Hamburger Helper, and didn't hate it, and the idea of a quick, easy, one-pan meal involving meaty sauce coved noodles was a great one. So, I decided to share this homage. There are many different shapes and sizes of egg noodles, so the one and only challenge with this recipe is their cooking time. Please just use my times as a guide, and keeping cooking, stirring occasionally, adding liquid as needed, until the noodles are perfect. Once they are, stir in the sour cream, and you're eating. If you add that before everything is done, it may split as it simmers. Other than that, not much can go wrong, and I really do hope you give this a try soon. Enjoy! Gather all ingredients. Melt butter and oil in a skillet over medium-high heat. Add mushrooms, season with salt, and saute, stirring occasionally, until they turn golden brown, 5 to 10 minutes. Add onion and ground beef. Cook, stirring, until meat is browned and crumbly, and onions turn soft and translucent, about 5 minutes. Season with black pepper and cayenne. Stir in minced garlic and flour, and cook for 1 minute. Pour in vodka and allow to evaporate, about 30 seconds. Stir in beef broth and water and bring to a simmer. Cook, stirring occasionally, for 10 minutes. Reduce heat to medium, and mix in noodles. Cover with a tight-fitting lid and simmer for 5 minutes. Uncover and stir thoroughly. Cover again and cook until noodles are just tender, about 3 minutes. (See Cook's Note.) Once noodles are cooked, reduce heat to low, and stir in sour cream. Serve immediately with additional sour cream and green onions or chives if so desired.",https://www.allrecipes.com/recipe/8526807/ground-beef-stroganoff-noodles/
8468509,One Pot Tortellini Bake,"This main dish comes together in under an hour and the best part, it cooks in one pot. Serve with crusty garlic bread and a nice green salad if desired.","1 pound ground beef; 1 teaspoon Italian seasoning; ½ teaspoon salt; ½ teaspoon granulated garlic; 1 (28 ounce) jar marinara sauce; 1 (14.5 ounce) can diced tomatoes; 1 cup water; ¼ cup Cabernet Sauvignon (or other dry red wine); 1 (16 ounce) package tortellini; 1 (8 ounce) package cream cheese, cubed; 4 ounces shredded mozzarella cheese","Heat a Dutch oven over medium-high heat. Add ground beef and cook until brown and crumbly, 5 to 10 minutes. Add Italian seasoning, salt, and granulated garlic; mix to combine. Stir in marinara sauce, diced tomatoes with liquid, water, and red wine until well combined. Reduce heat to low; add tortellini and cook until warmed through, about 10 to 15 minutes. Meanwhile, preheat the oven to 375 degrees F (190 degrees C). Add cream cheese to tortellini mixture and stir gently to blend; sprinkle mozzarella cheese over the surface. Bake in the preheated oven until cheese is melted and golden brown, about 15 minutes. Serve immediately.",https://www.allrecipes.com/recipe/8468509/one-pot-tortellini-bake/
8469279,One-Pan Tomato & Spinach Chicken Pasta,"Our version of an Italian classic uses just one skillet and takes just 40 minutes to prepare! Savory Swanson Chicken Broth, red wine, and tomatoes create a flavorful simmering sauce for the chicken and pasta ensuring a restaurant-quality dish you will both enjoy!","10 ounces boneless skinless chicken breasts, cut into 1 inch pieces; 1 tablespoon olive oil; 1 medium onion, chopped; ¼ cup red wine; 1 (14.5 ounce) can diced tomatoes with basil, garlic, and oregano, undrained; 1 cup Swanson® Chicken Broth; 4 ounces uncooked penne pasta; ¾ cup water; 4 cups baby spinach","Season the chicken as desired. Heat the oil in a 12-inch skillet over medium-high heat. Add the chicken and cook until well browned, stirring often. Remove the chicken from the skillet. Add the onion to the skillet and cook until tender-crisp, stirring occasionally. Add the wine and heat to a boil, stirring to scrape up any browned bits from the bottom of the skillet. Stir in the tomatoes, Swanson Chicken Broth, penne, and water; heat to a boil. Reduce the heat to medium. Cook for 10 minutes or until the penne is tender, stirring occasionally. Return the chicken to the skillet. Cook for 2 minutes or until the chicken is cooked through. Stir in the spinach and cook for 1 minute or until the spinach is wilted.",https://www.allrecipes.com/recipe/8469279/one-pan-tomato-spinach-chicken-pasta/
8521894,One Pot Lemon Chicken Orzo,"This one pot chicken orzo dish is wonderfully cheesy and creamy similar to risotto, but you don't need to stir! Lemon gives it brightness and parsley and spinach add color.","2 tablespoons extra-virgin olive oil; 1 cup chopped yellow onion; 1 tablespoon chopped garlic; 1 cup (7 oz.) uncooked orzo; 2 cups heavy cream; 1 cup chicken broth; 2  lemons, zested and juiced; 2 cups shredded cooked chicken; 3 cups baby spinach; ½ cup shredded fontina cheese; ¼ cup freshly grated Parmesan cheese, plus more for garnish.; 2 tablespoons chopped fresh flat-leaf parsley, plus more for garnish; ¾ teaspoon black pepper; ½ teaspoon table salt","Gather all ingredients. Heat oil in a large Dutch oven over medium. Add onion and cook, stirring occasionally, until softened, 2 to 3 minutes. Add garlic and cook, stirring occasionally, until fragrant, about 30 seconds. Stir in orzo and cook, stirring constantly, until lightly toasted, about 1 minute. Stir in heavy cream, broth, about 1 teaspoon lemon zest, and 3 tablespoons lemon juice; bring to a simmer over medium heat, stirring occasionally to prevent the bottom from sticking, about 3 minutes. Reduce heat to medium-low; simmer, stirring constantly, until orzo is tender and mixture is thickened, 8 to 10 minutes. Stir in chicken and spinach until spinach wilts, about 1 minute. Remove from heat. Stir in fontina, Parmesan, parsley, pepper, and salt until creamy, about 30 seconds. Serve immediately topped with additional Parmesan and parsley.",https://www.allrecipes.com/recipe/8521894/one-pot-lemon-chicken-orzo/
212929,Chicken Tinola,"Tinola is an easy, one-pot soup from the Philippines. Chicken, chayote squash (or papaya!), bok choy, and spinach are simmered with fresh ginger in a savory broth that's often served with white rice.","1 tablespoon cooking oil; 1 medium onion, chopped; 2 cloves garlic, minced; 1 (1 1/2 inch) piece fresh ginger, peeled and thinly sliced; 1 tablespoon fish sauce; 3 pounds chicken legs and thighs, rinsed and patted dry; 2 (14 ounce) cans chicken broth; 1  chayote squash, peeled and cut into bite-sized pieces; salt and ground black pepper to taste; 1 head bok choy, chopped; 1 (8 ounce) package fresh spinach, chopped","Get ready for a fragrant chicken soup loaded with fresh vegetables and bold seasonings. This top-rated recipe boasts an intensely savory flavor that makes it stand out from the pack. Try your hand at this terrific chicken tinola and make tonight's dinner one to remember. Tinola is a traditional Filipino comfort food that usually consists of broth, chicken, leafy greens, papaya, and ginger. Fish sauce is a key ingredient that lends a deliciously pungent taste. Chicken tinola is often served with rice to make a hearty meal. This version features chayote squash and bok choy for a fresh, vibrant spin on traditional chicken soup. Make this warming Filipino chicken soup a part of your regular rotation. You'll find the full recipe below with step-by-step instructions, but here's what you can expect when you make this top-rated recipe: Begin gently cooking the onion and garlic in a large pot over medium heat until fragrant. Add the ginger, fish sauce, and chicken, and cook for about five minutes. Stir in the broth, squash, and seasonings before simmering until the chicken is white in the center. Add bok choy and spinach, cooking the mixture just until the greens are wilted. Serve the soup hot by itself or paired with rice. Refrigerate the leftover chicken tinola in an airtight container for up to three days. If you'd like to freeze chicken tinola, use a heavy-duty bag or large, tight-lidded container for best results. Reheat on the stovetop. ""This soup is soo good!"" raves Yum Yum Betty. ""I substituted zucchini and yellow squash for the chayote squash and added an extra can of chicken broth, mushrooms, and hot chili oil. I will definitely make this again."" ""I was actually very afraid making this because it's out of my comfort zone but my husband is Filipino & I really wanted to make this for him,"" shares kaylaem. ""It came out perfectly – thank you so much for sharing the recipe!"" ""Delicious and great for a rainy day,"" says Raivyn. ""Tasted like my mom's, and was very easy to make."" Editorial contributions by Rai Mincey Gather all ingredients. Heat oil in a large pot over medium heat. Add onion and garlic; cook and stir until fragrant, about 2 minutes. Add ginger and fish sauce; cook and stir for 1 to 2 minutes. Stir in chicken and cook for 5 minutes. Pour in chicken broth and cook for 5 minutes. Add squash and simmer until chicken is no longer pink in the center, about 10 minutes. Season with salt and pepper. Add bok choy and spinach; cook until spinach is just wilted, 1 to 2 minutes. Serve hot.",https://www.allrecipes.com/recipe/212929/chicken-tinola/
76808,"Italian Sausage, Peppers, and Onions","This simple and delicious one-pan sausage and peppers recipe has been used in our family for years and years now. Serve in a roll, or use as a topping for pizza or pasta. For an extra kick, try using 1/2 sweet Italian sausage and 1/2 hot sausage!","6 (4 ounce) links sweet Italian sausage; 2 tablespoons butter; 1 medium yellow onion, sliced; ½ medium red onion, sliced; 4 cloves garlic, minced; 1 large red bell pepper, sliced; 1 medium green bell pepper, sliced; 1 teaspoon dried basil; 1 teaspoon dried oregano; ¼ cup white wine, or more to taste","Satisfy your Italian food craving with this impossibly easy (but incredibly delicious) sausage and peppers recipe. Since it comes together quickly with easy-to-find ingredients, it's the perfect simple-yet-satisfying dinner for busy weeknights. You don't need a lot of ingredients to make this sausage and peppers recipe. Here's what to put on your grocery list: You'll find the full, step-by-step recipe below — but here's what you can expect when you make this top-rated sausage and peppers recipe: Brown the sausage on all sides in a hot skillet. Transfer the sausage to a plate and slice. Cook the garlic and onions in melted butter for about three minutes, then add the peppers and dried herbs. Stir in the wine and cook until the veggies are tender. Return the sausage to the skillet and simmer, covered, until sausage is cooked through. This easy dinner recipe is full of satisfying meat and vegetables, so you don't technically need to serve it with anything (though it would be delicious served over pasta or white rice). You could also serve it on a hoagie with a slice of provolone. If you'd like to pair it with something extra, try one of these Italian-inspired side dishes: Explore our entire collection of Italian Side Dishes. Allow sausage and peppers to cool completely, then transfer leftovers to an airtight storage container or zip-top bag. Store in the fridge for up to four days. Reheat in the microwave, in the oven, or on the stove. Yes, you can absolutely freeze sausage and peppers. Allow the dish to cool, then transfer it to a freezer-safe container (if you use a zip-top bag, make sure to squeeze out all the air). Wrap the container in foil for added protection. Freeze for up to three months. Thaw in the fridge overnight and reheat in the microwave, in the oven, or on the stove. ""This was my first time ever cooking this dish and this recipe was great,"" says snoopyshai. ""It was easy to make and the taste was magnificent. I served it over penne and there were no leftovers. I will make this a regular family meal."" ""This is a quick and easy recipe for those pressed for time,"" according to sometimechef. ""We use hot turkey sausage for that extra spicy bite. Highly recommended!"" ""These were yummy,"" raves DEBBIEMAE. ""I grilled my sausages and then added them to the peppers and onions to simmer, put them on buns, and added Dijon mustard… delicious!"" Editorial contributions by Corey Williams Cook sausage in a large skillet over medium heat until brown on all sides, 5 to 7 minutes. Remove from skillet, and slice. Melt butter in the same skillet. Stir in onions and garlic, and cook 2 to 3 minutes. Mix in bell peppers, season with basil and oregano, and stir in 1/4 cup wine. Continue to cook and stir until peppers and onions are tender, 5 to 7 minutes. Return sausage slices to the skillet. Reduce heat to low, cover, and simmer 15 minutes, or until sausage is heated through, adding more wine if needed. Serve hot and enjoy!",https://www.allrecipes.com/recipe/76808/italian-sausage-peppers-and-onions/
46822,Indian Chicken Curry,This Indian-inspired creamy chicken curry recipe is similar to a curry I had in India. The aromatic spices and flavors are a delight to the senses! Delicious with fresh naan and basmati rice.,"3 tablespoons olive oil; 1 small onion, chopped; 2 cloves garlic, minced; 3 tablespoons curry powder; 1 teaspoon ground cinnamon; 1 teaspoon paprika; 1  bay leaf; ½ teaspoon grated fresh ginger root; ½ teaspoon white sugar; salt to taste; 2  skinless, boneless chicken breast halves - cut into bite-size pieces; 1 tablespoon tomato paste; 1 cup plain yogurt; ¾ cup coconut milk; ½  lemon, juiced; ½ teaspoon cayenne pepper","You don't need to leave the house to enjoy satisfying Indian chicken curry. With this recipe, you can have a restaurant-worthy meal on the table in under an hour. Chicken curry from the Indian subcontinent typically features chicken stewed in a tomato-based sauce seasoned with aromatic spices. This recipe, like many others, calls for curry powder (a spice blend made with coriander, turmeric, cumin, and chili powder). You'll find the full, step-by-step recipe below — but here's a brief overview of what you can expect when you make this top-rated Indian chicken curry recipe: Saute a diced onion in olive oil until lightly browned. Stir in the seasonings (garlic, curry powder, cinnamon, paprika, bay leaf, ginger, sugar and salt). Add the chicken pieces, tomato paste, yogurt, and coconut milk. Bring to a boil, reduce the heat, and simmer for 20 to 25 minutes. Remove the bay leaf and stir in the lemon juice and cayenne pepper. Continue simmering for about 5 more minutes. For a restaurant-quality meal, ladle the curry over freshly cooked basmati or jasmine rice and serve with homemade naan. Let the curry cool, then transfer to an airtight container. Refrigerate for up to four days and reheat in the microwave or on the stove. ""Wow,"" raves Lola. ""So GOOD!! I was looking for a good curry chicken recipe that was not only easy, but tasty. This definitely fits the bill. My house smelled so good that night!"" ""I love this recipe,"" says Kaylin Oshin. ""This is my third time making it. I added extra cayenne pepper just to make it spicier."" ""Excellent,"" according to cathcooks. ""I finally found what will be my basic curry recipe. Really good and so easy! As others have suggested, read reviews for ways to make it your own — and then use your imagination!"" Editorial contributions by Corey Williams Heat olive oil in a skillet over medium heat. Sauté onion until lightly browned. Stir in garlic, curry powder, cinnamon, paprika, bay leaf, ginger, sugar, and salt. Continue stirring for 2 minutes. Add chicken pieces, tomato paste, yogurt, and coconut milk. Bring to a boil, reduce heat, and simmer for 20 to 25 minutes. Remove bay leaf, and stir in lemon juice and cayenne pepper. Simmer 5 more minutes. Serve hot and enjoy!",https://www.allrecipes.com/recipe/46822/indian-chicken-curry-ii/
274884,Falafel with Canned Chickpeas,Falafel made with canned chickpeas — just like the ones you taste in a Greek restaurant! This recipe makes about 12 patties. Serve with hummus or tzatziki sauce.,"1 ½ (15 ounce) cans chickpeas, drained; 1 ½  onions, chopped; ¾ cup chopped fresh parsley; 3 cloves garlic, chopped; 2  eggs; 1 tablespoon ground cumin; 1 ½ teaspoons ground coriander; 1 ½ teaspoons salt; 1 ½ teaspoons lemon juice; 1 ½ teaspoons baking powder; 1 pinch ground black pepper, or to taste; 1 pinch cayenne pepper, or to taste; 1 ½ cups bread crumbs; 1 tablespoon olive oil, or as needed","Gather all ingredients. Mash chickpeas in a bowl using a masher. Combine mashed chickpeas, onions, parsley, and garlic in a blender; blend until smooth. Mix eggs, cumin, coriander, salt, lemon juice, baking powder, black pepper, and cayenne together in a bowl. Add chickpea mixture and mix together. Add bread crumbs slowly and combine using your hands until mixture will hold together when frying. Heat oil in a skillet over medium-high heat. Form mixture into twelve 3-inch diameter patties. Fry patties in hot oil until browned, 3 to 4 minutes per side.",https://www.allrecipes.com/recipe/274884/falafel-with-canned-chickpeas/
279903,Garlic-Brown Sugar Chicken Thighs,Brown sugar chicken baked in a sweet honey-garlic sauce develops a deliciously browned and crispy skin as it cooks in the oven. I love the crunchy chicken skin and brown sugar pan sauce that comes out of this.,"8 (5 ounce) bone-in, skin-on chicken thighs; salt and ground black pepper to taste; 3 tablespoons unsalted butter, divided; 4 cloves garlic, minced; ¼ cup packed brown sugar; 1 tablespoon honey; ½ teaspoon dried oregano; ¼ teaspoon dried thyme; ¼ teaspoon dried basil","This brown sugar chicken recipe gets top marks for its crisp, golden skin and delicious garlicky-sweet sauce. Home cook Jason's mouthwatering dish uses pantry-friendly ingredients like dried herbs and honey to create a sumptuous chicken dinner that will please all palates. Try garlic brown sugar chicken thighs for a rich, hearty meal that couldn't be easier to make. Ready for a bite that's tender, sweet, savory, and crunchy all at once? You'll find the full recipe below with step-by-step instructions, but here's what you can expect when you make this top-rated recipe; Start by searing seasoned chicken thighs in an oven-proof skillet until the skin is brown. Set chicken aside before cooking minced garlic, brown sugar, honey, and herbs in the pan drippings. Return chicken thighs to the skillet and oven roast until crispy skin forms and juices run clear. Both boneless and bone-in chicken thighs are affordable, delicious options for oven-baked recipes, but bone-in wins for best taste. The marrow in the bones spreads to the meat during cooking, creating an unforgettably rich flavor. Boneless thighs are best for nights when time is of the essence — you'll still get the sweet, zesty flavor you want with a slightly shorter cook time. This bold oven-roasted chicken recipe works with just about anything. Try pairing garlic brown sugar chicken with a roasted vegetable side dish or earthy risotto to cut through the sweetness. A garlicky toast or tangy potato salad would also complement this dish well. Refrigerate leftover chicken in an airtight container to safely reheat and enjoy for up to four days. Leftover garlic brown sugar chicken can be safely frozen for up to three months — simply allow the chicken to come to room temperature before sealing it in a plastic freezer bag and squeezing out any air. Reheat in the oven or on the stovetop for best results. ""It's a great dinner party main course because it is seared and then finished in the oven, leaving time for preparing the sides and setting the table,"" shares home cook Suzy. ""I used legs and wings as well."" ""My entire family loved it, including my picky 5-year-old,"" says reviewer lovelylaurie330. ""Thank you for this delicious new recipe for my household!"" ""My kids and husband (who judge every meal harshly as if I'm a chef) fought over the last pieces and sauce!"" raves Carrie. ""I used skinless, boneless breasts because that's what I had defrosted. They loved it!"" Editorial contributions by Rai Mincey Gather all ingredients. Preheat the oven to 400 degrees F (200 degrees C). Season chicken thighs with salt and pepper. Melt 2 tablespoons butter in a large oven-proof skillet over medium-high heat. Add chicken, skin-side down, and sear until brown, 2 to 3 minutes per side. Remove chicken to a plate. Melt remaining 1 tablespoon butter in the skillet, stirring to loosen any browned bits on the bottom. Add garlic; cook and stir until fragrant, about 30 seconds. Stir in brown sugar, honey, oregano, thyme, and basil until well combined. Turn off the heat and return chicken to the skillet, skin-side down. Roast in the preheated oven until chicken is no longer pink at the bone and the juices run clear, 25 to 40 minutes. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C). Drizzle pan sauce over chicken thighs when serving.",https://www.allrecipes.com/recipe/279903/garlic-brown-sugar-chicken-thighs/
279440,Mexican Rice and Beans,This Mexican beans and rice recipe is spicy and delicious.,"2 tablespoons olive oil; 1 small onion, diced; 1 small poblano pepper, diced; 1 clove garlic, chopped; 1 cup basmati rice; 2 teaspoons paprika; 1 teaspoon ground cumin; 1 teaspoon dried oregano; salt and ground black pepper to taste; 2 tablespoons tomato paste; 2 cups vegetable broth; 1 (14 ounce) can pinto beans, rinsed and drained","Heat olive oil in a medium pot over medium-high heat. Cook and stir onion, poblano pepper, and garlic in hot oil for 2 to 3 minutes. Add rice and cook, stirring occasionally, until rice is completely coated in oil, about 2 minutes. Season with paprika, cumin, oregano, salt, and black pepper. Stir in tomato paste and cook for 1 to 2 minutes. Add vegetable broth and pinto beans. Bring to a boil; reduce heat to low. Cover and simmer until rice is tender, 15 to 20 minutes. Remove the pot from the heat, keep covered, and let stand for at least 5 minutes. Fluff with a fork.",https://www.allrecipes.com/recipe/279440/mexican-rice-and-beans/
269004,One-Pot Spaghetti with Meat Sauce,"One-pot spaghetti puts Italian sausage, pasta sauce, and noodles together for a dish you can have on the table in less than 45 minutes. It doesn't get much easier than this by cooking everything in one pot. Switch it up by using ground beef, chicken, or turkey along with any other of your favorite ingredients, such as sliced mushrooms.","1 pound ground Italian sausage; 1 small white onion, diced; 4 cloves garlic, minced; 1 (26 ounce) jar tomato-basil pasta sauce; 2 cups water; 1 teaspoon Italian seasoning; 1 (8 ounce) package spaghetti noodles, broken in half; ½ cup freshly grated Parmesan cheese for serving (Optional)","Combine ground sausage, onions, and garlic in a large pot or skillet with tall sides. Cook over medium heat until sausage is cooked through, 5 to 8 minutes. Drain and discard grease. Stir pasta sauce, water, and Italian seasoning into the pot; bring to a boil. Stir in spaghetti noodles, return to a boil, and cook, stirring occasionally, until noodles are cooked through and sauce has thickened, 17 to 20 minutes. Serve topped with grated Parmesan cheese.",https://www.allrecipes.com/recipe/269004/one-pot-spaghetti-with-meat-sauce/
239047,One Pan Orecchiette Pasta,"This delicious orecchiette pasta recipe only has a handful of ingredients, is very cheap to make, and most importantly, only uses one pan or pot for the entire procedure. Every year when it's time to go back to school I get inundated with requests from students to post recipes that are super-easy, cost pennies, and require a bare minimum of kitchen equipment — this is one of them!","2 tablespoons olive oil; ½  onion, diced; salt to taste; 8 ounces spicy Italian sausages, casings removed; 3 ½ cups low-sodium chicken broth, divided, or as needed; 1 ¼ cups orecchiette pasta, or more to taste; ½ cup roughly chopped arugula, or to taste; ¼ cup finely grated Parmigiano-Reggiano cheese, or to taste","Gather the ingredients. Heat olive oil in a large, deep skillet over medium heat. Add onion with a pinch of salt; cook and stir until onion has softened and turned translucent, about 5 minutes. Stir in sausage and cook until browned, 5 to 7 minutes. Pour 1 1/2 cups chicken broth into sausage mixture and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon. Add orecchiette pasta; cook and stir pasta in hot broth, adding remaining broth when liquid is absorbed, until pasta is cooked through and most of the broth is absorbed, about 15 minutes. Stir arugula into sausage-pasta mixture until arugula wilts. Ladle pasta into bowls and sprinkle with Parmigiano-Reggiano cheese.",https://www.allrecipes.com/recipe/239047/one-pan-orecchiette-pasta/
282124,Honey Garlic Chicken Thighs,"This recipe for garlic chicken thighs is one of my family's favorites. It's sweetened with honey, flavored with loads of garlic, and topped off with cilantro.","8 (5 ounce) boneless chicken thighs; salt and ground black pepper to taste; 2 tablespoons olive oil, or as needed; ½ medium onion, finely chopped; 7 cloves garlic, chopped, or to taste; 1 cup honey; ½ cup soy sauce; 1 pinch onion powder, or to taste; 1 pinch garlic powder, or to taste; ¼ cup chopped fresh cilantro","Gather all ingredients. Season chicken on both sides with salt and pepper. Heat olive oil in a cast iron skillet over medium-high heat. Add chicken and brown on one side, 3 to 5 minutes. Flip chicken and add onion and garlic; continue to cook until chicken is mostly (but not fully) cooked and onion and garlic are soft, 5 to 7 minutes more. Remove chicken to a plate. Add honey, soy sauce, onion powder, and garlic powder to the skillet. Stir and scrape the bottom of the pan with a wooden spoon to get garlic and onion to mix with the liquid. Return chicken to the skillet, cover, and reduce heat to medium. Cook until no longer pink in the center and juices run clear, about 10 more minutes, turning once halfway through. An instant-read thermometer inserted into the center of a thigh should read at least 165 degrees F (74 degrees C). Arrange chicken on a serving plate and drizzle liquid from the pan on top. Sprinkle with cilantro to serve.",https://www.allrecipes.com/recipe/282124/honey-garlic-chicken-thighs/
